Zombie,bite_perimeter,bite_radius,bite_area,bite points_worst,bite points_mean,perimeter_mean,area_mean,radius_mean,area_se,cut_mean,cut_worst,radius_se,perimeter_se,deep_worst,deep_mean,deep_se,wound_se,wound_mean,wound_worst,cut_symmetry_worst
1,0.75771561,0.816072945,0.668739654,1.098855149,-0.065979236,0.619128524,0.433187818,0.567511684,-0.11691967,-0.047668843,1.22528545,-0.256874899,-0.338135226,2.074673985,0.975846503,-0.18758344,-0.478892161,-0.326665208,0.257745375,2.215136862
1,0.78154428,0.774656439,0.612486448,1.020334106,-0.072770145,0.746818145,0.610375411,0.740458424,0.10660771,-0.048231643,1.290372316,0.203299379,0.070265028,0.822114883,0.553037992,0.156990728,0.001986375,0.535255857,0.544350448,3.174480764
1,0.266249276,-0.078523585,-0.142361271,0.456830151,-0.074415002,0.068415547,-0.062254857,0.0344955,-0.339567022,-0.050951845,1.182858456,-0.430116979,-0.103490717,1.078479189,0.101789446,0.531309901,-0.054724933,0.565457943,0.762561129,1.116663827
1,-0.679153236,-0.614867337,-0.588343725,-0.999196324,-0.084891175,-0.385500459,-0.372830862,-1.043109411,-0.57607483,-0.150642558,-1.084430446,-0.798617323,-0.839601235,-1.323647995,-1.265986609,-0.629079535,-0.049720994,-0.201210389,-0.466909497,-1.478256274
1,-0.349126146,-0.264897862,-0.319558872,-1.324673745,-0.084985167,0.14708883,0.124887095,0.244299743,1.444471881,-0.152180879,-1.201827867,2.919229919,2.579575193,-1.291077641,-1.007182296,-0.4703281,1.20626769,1.373944548,-0.077712835,-2.160959692
1,0.001155314,-0.153073295,-0.246429703,1.705468695,-0.075037698,-0.1470092,-0.27214963,-0.183814319,-0.480151663,-0.074964663,1.107646968,-0.693589311,-0.653964756,1.070209373,0.399461806,-0.058911224,0.113741012,0.35636658,0.055819074,-0.151676173
1,-0.141816711,-0.070240283,-0.162928849,-0.058945326,-0.088384538,-0.238451445,-0.26134204,-0.195155089,-0.435930203,-0.145502314,-0.312210948,-0.601554455,-0.640598929,-0.317847489,-0.83654209,-0.613371499,-0.843512514,0.53293262,0.744648312,0.150848802
1,-0.596944322,-0.710125301,-0.644421141,0.4214187,-0.074136943,-0.826647504,-0.807125332,-0.901118013,-0.514252789,-0.076746864,0.622147164,-0.608411954,-0.516841277,0.098824025,0.329309721,-0.210644174,-0.261554411,0.47949816,1.57352321,0.102315383
1,2.089142587,1.619553161,1.354325612,2.067281344,-0.057328071,1.496479789,1.277317474,1.401058269,1.420271082,0.022962609,2.17410731,2.078644905,2.952333243,3.11794312,2.172223951,2.17162999,2.408881025,1.283338291,1.220152183,2.862249106
1,0.173913176,0.230029385,0.046790137,0.526113424,-0.07222186,-0.191494616,-0.311967066,-0.240518169,-0.198322358,-0.082309208,0.449064315,-0.125499654,-0.217347757,0.751503375,0.742638221,-0.347671729,-0.396660764,0.230911762,0.378249781,1.356095357
1,-0.052459196,-0.008115524,-0.245902329,0.703170678,-0.075770051,-0.269755997,-0.350931272,-0.271705286,-0.56881459,-0.097204659,0.47992031,-0.762886143,-0.758416215,0.866008524,0.005093329,-0.592650259,-0.848182857,0.586367079,0.686024547,1.281677449
1,1.290882117,1.356558348,1.206660944,1.89022409,-0.056822865,1.307004868,1.197682601,1.281980185,0.686766864,0.0104872,2.223766178,0.807481136,0.706379362,1.620470227,1.216638795,0.778293712,0.835976205,-0.391715854,-0.709546746,1.453162194
1,-1.489328041,-1.512777187,-1.122221816,-1.376251293,-0.094021306,-1.658277647,-1.288347494,-1.681930018,-0.707089156,-0.159778685,-0.985739473,-0.898231519,-0.877223561,-0.754239334,-0.85322691,-0.547197216,-1.004305754,-1.300418153,-0.605326719,0.330422449
1,-0.132880959,-0.124081741,-0.213029362,1.443731886,-0.067592762,-0.246689485,-0.342114554,-0.271705286,-0.354087501,-0.059675252,1.096075969,-0.426146848,-0.479713981,1.032677129,0.885438663,-0.107037975,0.035345968,-0.145452693,0.370107591,1.616558036
1,-0.517713992,-0.519609373,-0.523828329,-0.762863381,-0.085572616,-0.573739675,-0.584716507,-0.589246842,-0.450450682,-0.11284113,0.153039608,-0.510963284,-0.503970481,-0.245963701,-0.256175787,-0.301884473,-1.047172831,-1.081717353,-0.810509897,-0.248743009
1,-0.246067145,-0.231764657,-0.319558872,0.202791483,-0.083085749,-0.208382598,-0.267030245,-0.180979127,-0.443190443,-0.130109723,-0.217232337,-0.618517743,-0.55990894,-0.529045875,-0.520478507,-0.377750948,-0.016361401,0.700205711,1.000313064,-0.048138214
1,-0.723236277,-0.681133747,-0.640026359,-1.199040076,-0.091971893,-0.710491139,-0.645580303,-0.671467424,-0.261244436,-0.159131464,-1.051163826,0.003710065,-0.11438139,-1.069446564,-1.038466334,-0.687566906,-0.749438462,0.537579095,0.006965937,-0.756726121
1,-0.333041793,-0.331164271,-0.393566997,-0.449087135,-0.089590766,-0.196025538,-0.236313937,-0.13845124,-0.567494547,-0.157255463,-0.811210249,-0.786706929,-0.701487694,-0.611107898,-0.831233283,-0.717311912,-0.664204701,-0.684443763,-0.405028856,-0.897473035
1,-0.702684048,-0.656283843,-0.621216693,-0.801662014,-0.091055472,-0.669712841,-0.617992508,-0.620433959,-0.503252426,-0.156176762,-0.873741852,-0.641977608,-0.666340521,-1.050934898,-1.079230383,-0.639774369,-0.65686559,-0.243028662,-0.707918308,-0.187267346
1,0.829201622,0.896835132,0.774214417,0.2689955,-0.054825539,1.166958188,1.075386188,1.160066909,1.286286658,-0.008460414,-0.052827736,1.546647348,0.995477239,-0.156268001,0.835542334,-0.136448767,-0.453038476,-0.136159743,-0.251955692,0.194528878
1,0.310928033,0.379128807,0.262661818,0.584619299,-0.083281565,0.217935974,0.164704532,0.27548686,-0.22956339,-0.12540096,-0.009918617,-0.341691334,-0.380707859,-0.308941533,-0.637461849,-0.542184013,-0.453038476,0.635155064,0.979143372,-0.365223213
1,-0.758085708,-0.710125301,-0.65813286,-0.798582758,-0.087417205,-0.767333616,-0.699333842,-0.739512043,-0.371248067,-0.146196435,-0.879864839,-0.28971871,-0.338135226,-1.062767097,-0.942339018,-0.627074254,-0.545110953,-0.124543556,-0.522276386,0.655596352
1,1.871705967,2.044072348,2.222734491,1.448350771,-0.061115159,1.381147229,1.413834399,1.440750963,1.367469339,-0.050576645,0.552721174,1.163349244,0.975676015,0.616005615,0.422213834,-0.093669433,0.574103399,-0.166361829,0.401047912,1.029303674
1,0.251356356,0.331499825,0.184434702,1.0526663,-0.064526279,0.147500732,0.005719195,0.164914354,-0.005595995,-0.053390647,0.411940695,0.062901109,-0.064878329,1.111558454,0.608022058,-0.218331086,0.130420809,0.535255857,0.817928018,1.289766352
1,-0.50699109,-0.422280584,-0.450874951,-1.599959283,-0.094706663,-0.385500459,-0.363160914,-0.305727595,-0.162461174,-0.174025039,-1.30854622,-0.004230197,-0.134182615,-1.223646831,-1.261625804,-1.054800752,-1.296202194,0.005557737,-0.55810202,-0.747019438
1,-1.410693428,-1.400331374,-1.06473807,-1.090650244,-0.093284253,-1.54994742,-1.224070775,-1.562284896,-0.704515071,-0.155341942,-0.754319508,-0.899675203,-0.90098503,-0.829303821,-0.980448664,-0.415851292,-1.033495398,-1.741516767,-1.673581991,0.51646722
0,-1.114026477,-1.087015506,-0.900021649,-1.37394185,-0.091286535,-1.129395476,-0.975496206,-0.8285278,-0.125939968,-0.164506208,-1.21291674,0.399279483,0.220754333,-0.989865485,-0.451653624,-0.821753645,-0.624673583,-1.023636419,-1.339752219,1.061659286
0,-1.346356017,-1.388320587,-1.066495983,-1.343303247,-0.09271247,-1.536766556,-1.231749852,-1.567955281,-0.483011758,-0.146534115,-0.883480776,-0.169532016,-0.184675737,-0.537315691,-0.280634217,-0.075287688,-0.446866951,0.393538378,0.221919741,0.115257628
1,0.352628207,0.290083319,0.138728972,0.977224514,-0.062450626,0.183336206,-0.026134754,0.0344955,0.449599034,0.025589011,2.019827333,1.077089125,1.241012422,2.356483879,1.827151534,1.227810933,1.091177093,0.66535715,0.624143906,-0.09181829
1,-1.241212007,-1.296168861,-1.002859543,-0.987803075,-0.087801005,-1.349763047,-1.12054544,-1.404931714,-0.370148031,-0.118506655,-0.643912899,0.016703221,-0.127747217,-0.550038485,-0.320829466,0.363200486,0.610798951,-1.260606631,-1.04989027,0.616769618
1,0.135191587,0.169975451,0.013565587,0.870990161,-0.069421687,-0.382205243,-0.443364607,-0.410629717,-0.085458632,-0.068867658,0.622629289,0.073367818,0.030167548,0.965882459,0.412733822,-0.084311453,0.160444443,1.057984266,1.26900532,0.780165459
1,0.218591934,0.215533608,0.078256775,0.713948076,-0.060978087,0.223702602,0.038141965,0.184760701,-0.112299518,-0.055829449,0.14050436,-0.171336621,-0.205962053,0.555572342,0.82416632,-0.304223967,-0.016361401,1.08121664,1.255977817,0.679863062
1,-1.1983204,-1.213335849,-0.966646541,-0.767636229,-0.090448442,-1.312279965,-1.096370567,-1.322144094,-0.575194801,-0.154300761,-0.863665441,-0.61382577,-0.597036236,-0.558944441,-0.50625849,-0.505086309,-0.434523902,0.40050809,0.957973679,-0.036813749
1,-0.871569752,-0.815737391,-0.727570412,-0.699276733,-0.087605189,-0.830766524,-0.741710971,-0.799051084,-0.488291932,-0.13988369,-0.621253027,-0.478119473,-0.512386001,-1.035540317,-1.088710395,-0.388445781,-0.495905553,-0.057169672,-0.299180391,-0.810112882
1,-1.243892732,-1.234044102,-0.977194017,0.923337523,-0.079204669,-1.366651029,-1.150124107,-1.445758486,-0.498852281,0.118920079,4.718762685,-0.280695685,-0.485654348,1.159268933,0.699030168,9.075479235,3.549779112,-0.454443263,-0.492964503,2.147190076
1,-0.643112371,-0.581734132,-0.572522511,-0.865402625,-0.085122238,-0.436576308,-0.433410248,-0.382277792,-0.484331801,-0.140408971,-0.816513623,-0.607690112,-0.690597021,-1.168302676,-0.987653472,-0.548199857,-0.546445337,-0.649595202,-0.963583061,-0.837615152
1,1.746605445,1.77900671,1.732276845,0.983383027,-0.065199887,1.302885848,1.351264142,1.364200767,1.225564654,-0.073370062,-0.021971741,1.384593819,1.296950881,-0.131458552,-0.029034713,-0.319597791,0.293882816,0.470205211,0.147011597,-0.565828009
1,-1.331463097,-1.353530722,-1.048037899,-1.034145886,-0.085090908,-1.366651029,-1.168610774,-1.4857347,-0.327906637,-0.093949797,-0.626074277,0.436815267,0.149469925,-0.06784458,0.922758439,0.817396697,0.954402761,-1.079394116,-1.629614168,-1.046308851
1,1.320667956,1.460099613,1.407062993,1.152742139,-0.065227301,0.915697966,0.780737158,0.870877278,0.640785346,-0.01596442,1.848190858,0.669609314,0.415301363,3.086136134,1.489663125,0.343147673,-0.111436242,1.215964407,1.326000647,0.666920817
1,0.090512829,0.062292536,-0.119859988,0.35829394,-0.076486739,-0.063393094,-0.201331475,-0.093088161,-0.373888155,-0.101613262,0.022383753,-0.456464213,-0.450012144,0.635725946,0.446861863,-0.4900467,-0.455707243,-0.812221818,-0.78445489,-0.504352346
1,-0.522777584,-0.447130488,-0.473727817,-0.437693886,-0.087440703,-0.526370944,-0.523283891,-0.515531838,-0.454630821,-0.143044753,-0.496382671,-0.558243935,-0.557433787,-0.445075432,-0.685241107,-0.467654392,-0.662703519,-0.64262549,-0.40177198,-0.457436708
1,0.64155084,0.724956632,0.601938971,0.569223016,-0.070342023,0.499676944,0.463050896,0.550500529,0.85595245,-0.083040849,0.046489999,1.235172524,1.070721892,-0.316575209,-0.382828741,0.091819086,1.026125886,0.093469987,-0.181932862,-0.405667729
1,-0.473630951,-0.453342964,-0.483572128,-0.630609311,-0.070663162,-0.167192398,-0.27214963,-0.169638357,-0.169281399,-0.110167829,-0.905754948,0.017785984,-0.10596587,-0.740244261,0.005093329,-0.689572187,-0.617000877,-1.938991943,-2.147457424,-0.308600892
1,1.275989198,1.26751286,1.28225119,1.465286682,-0.054042274,1.162839168,0.998595418,1.111868637,2.078092801,-0.01671482,0.507883556,2.0768403,1.705351135,1.966530233,2.08879985,0.478838374,1.461468578,-0.728585273,-1.102000283,1.375508724
1,1.877663134,1.47045374,1.305104056,2.090375768,-0.033520725,2.130808873,1.678335943,1.715764633,1.673279436,0.177451322,2.385760154,1.90034993,2.862732702,2.303684283,4.568770851,2.568341471,2.33382194,1.088186352,0.984028685,4.107940177
1,-0.458142315,-0.420209759,-0.454390777,-0.550702603,-0.087272301,-0.361610143,-0.422602658,-0.359596252,-0.439890334,-0.138195289,-0.482883173,-0.504105785,-0.538622623,-0.255505797,-0.170097283,-0.385772073,-0.627008755,-0.298786359,-0.139593476,-0.19697403
1,-0.677068227,-0.654213018,-0.62490831,-0.827681732,-0.08759344,-0.747974222,-0.720664612,-0.75935839,-0.345947232,-0.131610524,-0.471312174,-0.288996868,-0.390608471,-0.551310765,-0.204983725,-0.213652096,-0.739263786,0.39121514,1.055679953,-0.2244763
1,-0.315766007,-0.153073295,-0.467047748,0.858673135,-0.068975225,-0.225682483,-0.383638452,-0.223507014,-0.602475702,-0.065021856,1.02472148,-0.430116979,-0.658915062,1.430264452,0.930342448,0.252241589,0.315566551,-0.795959157,-0.405028856,1.013125867
1,3.110796845,2.843410914,2.955784091,2.643102325,-0.024082379,3.27589644,3.478652897,3.144701635,1.752482051,0.138524293,1.804799615,1.776193106,2.235528919,2.247703988,3.072825041,0.837115296,1.394749391,1.306570665,1.293431889,-0.882913009
1,1.01387382,0.840922849,0.733782425,1.063443698,-0.038807765,1.52943195,1.356952347,1.409563846,0.588643625,0.007016597,-0.144913598,0.410828955,1.452885523,0.174524652,1.415719036,-0.36471662,1.082837195,1.627177422,1.146872477,-0.954095356
1,-0.580264252,-0.538246801,-0.549669646,-0.595967674,-0.089042481,-0.618636993,-0.601781123,-0.603422804,-0.532073377,-0.135737727,-0.224464211,-0.64269945,-0.705447939,-0.343293078,-0.621535429,-0.40716174,-0.819160011,-0.844747141,-0.126565972,0.773694337
1,1.338539459,1.379337427,1.269945802,0.757057668,-0.061894508,1.199910348,1.194838498,1.228111529,0.885653431,-0.049451044,0.204626976,1.063013206,0.948449331,-0.288585062,0.016469343,-0.140125116,0.377281799,-0.177978016,0.326139768,1.28491301
1,0.033919736,-0.012257175,-0.126012682,0.11503267,-0.076999778,0.093953471,-0.019024497,0.099704927,-0.032436881,-0.061738853,0.297194962,0.054960847,0.215308997,-0.36046885,-0.094067591,0.717132633,0.946062863,0.505053771,0.58180452,0.192911098
1,1.359389546,1.716881951,1.305104056,1.240500951,-0.063946663,1.236981528,1.197682601,1.386882307,0.38073676,-0.036975635,1.457187541,0.520909861,0.093531466,0.421983001,0.306557694,0.162003931,0.010326274,1.232227069,0.770703318,1.70715375
1,-0.470652367,-0.505113596,-0.537715839,0.084240105,-0.081671955,-0.502068726,-0.536935583,-0.501355876,-0.426689898,-0.118253394,-0.143949348,-0.387528301,-0.328234614,-0.050668808,-0.189246906,-0.174549111,0.165448382,0.584043842,0.78535926,0.115257628
1,0.063705574,0.014663554,-0.13532962,0.379848737,-0.068673668,0.156562576,-0.008501318,0.145068007,0.053145944,-0.081192987,-0.06198811,0.38375988,0.4692597,0.347554655,0.558725999,0.404642966,0.71588167,-0.939999874,-1.211105624,0.404840358
1,-0.129902375,-0.032965428,-0.135153829,-0.701586175,-0.08475802,0.107134335,0.022214991,0.139397622,-0.144860593,-0.145577354,-0.874416827,-0.119363997,-0.290612288,-0.49405819,-0.348321499,-0.703274943,-0.555786023,1.099802539,0.55900639,-0.612743647
1,0.007112481,0.033300982,-0.087338603,0.501479372,-0.067032728,0.339035163,0.208503712,0.352037057,-0.239903731,-0.069430459,0.054686123,-0.33302923,-0.391598532,-0.347109916,-0.015762696,0.436393253,0.949398822,0.80707463,0.026507192,-0.557739106
1,-0.082245034,0.018805205,-0.087865977,-0.229844067,-0.085968165,-0.297765333,-0.2934804,-0.243353361,-0.087878712,-0.144085933,-0.666572771,0.00190546,-0.08170937,-0.829939961,-1.021591914,-0.624066332,-0.186495326,-1.051515267,-0.541817641,-1.41354505
1,-0.288065177,-0.242118783,-0.318504124,-0.553012045,-0.08545121,-0.221151561,-0.283810451,-0.192319897,-0.332746796,-0.137397988,-0.651626898,-0.397634089,-0.379717797,-0.503600286,-0.4319352,-0.452280569,-0.429019569,-0.229089238,0.042791571,-0.360369872
1,0.483685896,0.406049536,0.253872254,1.48530185,-0.061816181,0.343154183,0.144226993,0.26414609,0.149509126,-0.015214019,1.19105458,0.258520292,0.415796394,1.056214299,0.96447049,0.548689005,1.096181032,0.12636608,-0.235671313,-0.107996096
1,1.454704229,1.64647389,1.52835897,0.650823316,-0.062333136,1.66535961,1.732373892,1.738446172,1.045598712,-0.037257035,0.658306534,1.271986466,0.835582352,0.633817527,0.509429939,0.336463403,0.12541687,0.869802039,0.962858992,1.275206327
1,-0.748256381,-0.712196126,-0.6774699,-0.865402625,-0.084820681,-0.584037225,-0.579597122,-0.55238934,-0.349907363,-0.151317919,-1.07734321,-0.141019257,-0.225763278,-1.022181383,-0.642012254,-0.699932807,0.542411785,-0.335958157,-0.774684262,-1.089988927
1,-1.145301607,-1.107723759,-0.904416431,-1.40442649,-0.093230208,-1.229899564,-1.024983592,-1.230850897,-0.446490552,-0.168268529,-1.218654027,-0.253265689,-0.363381787,-1.014865776,-0.974950257,-0.900527778,-1.115559997,0.151921691,0.099786898,-1.563998646
1,-0.723831994,-0.664567144,-0.64705801,-0.470180043,-0.083218904,-0.726143415,-0.689095073,-0.716830503,-0.541093675,-0.135315627,-0.390797311,-0.626818926,-0.688616898,-0.439986314,-0.553279347,-0.512104794,-0.843012121,-1.497576843,-1.386976918,-0.208298494
1,0.066684158,0.012592729,-0.09524921,0.638506289,-0.073471168,0.103427217,-0.035235882,0.082693772,-0.296885612,-0.086614631,0.222465598,-0.417484744,-0.242594318,0.307477852,0.183317544,0.031994861,0.383953717,0.112426656,0.843983025,-0.295658647
1,0.039876904,0.149267198,0.045559598,0.05190791,-0.078758208,-0.16142577,-0.205313218,-0.146956817,0.061506221,-0.093771577,0.210412475,0.185253329,-0.002504472,-0.381461461,-0.366333521,-0.19326507,-0.336446698,1.322833326,1.562124145,-0.404049948
1,-1.693361034,-1.726900523,-1.22242284,-1.771011986,-0.013099062,-1.984504033,-1.454443086,-2.026405903,-0.671271973,0.047561067,-1.317441424,-0.65352708,-0.650004511,-0.85284099,-0.545126537,-1.077928329,-1.991249318,-1.360505838,-0.999408695,0.050546404
1,-0.675578935,-0.606584036,-0.585003691,-0.626914203,-0.089406699,-0.607515639,-0.557981943,-0.55238934,-0.564634452,-0.152321579,-0.765408381,-0.767939037,-0.833165837,-1.053733913,-1.214415347,-0.720654047,-0.857523544,0.286669459,1.166413732,-0.334485382
