,user_id,anime_id,rating
119409,1213,43,7.0
119410,1213,47,8.0
119411,1213,66,7.0
119412,1213,114,7.0
119413,1213,121,8.0
119414,1213,164,7.0
119415,1213,199,7.0
119416,1213,205,6.0
119417,1213,226,4.0
119418,1213,227,5.0
119419,1213,339,6.0
119420,1213,376,2.0
119421,1213,416,6.0
119422,1213,430,3.0
119423,1213,431,5.0
119424,1213,437,8.0
119425,1213,486,8.0
119426,1213,512,6.0
119427,1213,513,5.0
119428,1213,523,7.0
119429,1213,527,5.0
119430,1213,528,8.0
119431,1213,597,4.0
119432,1213,603,7.0
119433,1213,659,5.0
119434,1213,710,5.0
119435,1213,759,7.0
119436,1213,820,10.0
119437,1213,849,7.0
119438,1213,1030,7.0
119439,1213,1117,4.0
119440,1213,1118,4.0
119441,1213,1120,4.0
119442,1213,1210,7.0
119443,1213,1285,7.0
119444,1213,1526,4.0
119445,1213,1535,7.0
119446,1213,1575,7.0
119447,1213,1593,5.0
119448,1213,1709,4.0
119449,1213,1829,4.0
119450,1213,1847,4.0
119451,1213,1852,8.0
119452,1213,1862,6.0
119453,1213,1929,5.0
119454,1213,1930,5.0
119455,1213,1931,5.0
119456,1213,1953,4.0
119457,1213,2001,9.0
119458,1213,2201,4.0
119459,1213,2236,5.0
119460,1213,2251,7.0
119461,1213,2904,7.0
119462,1213,2966,6.0
119463,1213,3002,9.0
119464,1213,3165,6.0
119465,1213,3604,8.0
119466,1213,3667,7.0
119467,1213,4224,4.0
119468,1213,4654,6.0
119469,1213,4793,5.0
119470,1213,4874,5.0
119471,1213,5081,7.0
119472,1213,5114,7.0
119473,1213,5163,4.0
119474,1213,5341,6.0
119475,1213,5365,9.0
119476,1213,5671,6.0
119477,1213,5680,4.0
119478,1213,5681,7.0
119479,1213,5955,3.0
119480,1213,6127,2.0
119481,1213,6213,6.0
119482,1213,6280,6.0
119483,1213,6381,7.0
119484,1213,6512,3.0
119485,1213,6802,10.0
119486,1213,6862,4.0
119487,1213,6984,7.0
119488,1213,7017,6.0
119489,1213,7062,8.0
119490,1213,7088,5.0
119491,1213,7785,8.0
119492,1213,7791,3.0
119493,1213,8023,5.0
119494,1213,8074,2.0
119495,1213,8197,6.0
119496,1213,8675,5.0
119497,1213,8769,6.0
119498,1213,8857,6.0
119499,1213,8937,5.0
119500,1213,8985,4.0
119501,1213,9047,3.0
119502,1213,9063,3.0
119503,1213,9135,4.0
119504,1213,9203,6.0
119505,1213,9253,7.0
119506,1213,9515,1.0
119507,1213,9617,5.0
119508,1213,9734,4.0
119509,1213,9751,7.0
119510,1213,9756,8.0
119511,1213,9989,6.0
119512,1213,10020,6.0
119513,1213,10162,6.0
119514,1213,10165,9.0
119515,1213,10249,4.0
119516,1213,10271,7.0
119517,1213,10278,6.0
119518,1213,10357,7.0
119519,1213,10495,6.0
119520,1213,10620,5.0
119521,1213,10721,5.0
119522,1213,10807,6.0
119523,1213,10863,5.0
119524,1213,10916,5.0
119525,1213,10917,6.0
119526,1213,11111,5.0
119527,1213,11113,5.0
119528,1213,11239,6.0
119529,1213,11553,3.0
119530,1213,11597,7.0
119531,1213,11743,5.0
119532,1213,11757,5.0
119533,1213,11759,5.0
119534,1213,11843,5.0
119535,1213,11867,6.0
119536,1213,11933,4.0
119537,1213,11977,8.0
119538,1213,11979,7.0
119539,1213,11981,8.0
119540,1213,12317,5.0
119541,1213,12355,5.0
119542,1213,12477,6.0
119543,1213,12893,5.0
119544,1213,13659,6.0
119545,1213,14131,8.0
119546,1213,14349,7.0
119547,1213,14407,5.0
119548,1213,14513,7.0
119549,1213,14669,6.0
119550,1213,14719,8.0
119551,1213,14741,3.0
119552,1213,14811,7.0
119553,1213,14813,5.0
119554,1213,14829,6.0
119555,1213,15005,5.0
119556,1213,15359,6.0
119557,1213,15583,6.0
119558,1213,15689,5.0
119559,1213,15811,5.0
119560,1213,15911,6.0
119561,1213,16009,4.0
119562,1213,16049,6.0
119563,1213,16067,7.0
119564,1213,16199,4.0
119565,1213,16732,7.0
119566,1213,16742,4.0
119567,1213,16762,4.0
119568,1213,16774,8.0
119569,1213,17074,7.0
119570,1213,17265,7.0
119571,1213,17549,6.0
119572,1213,17641,5.0
119573,1213,17739,6.0
119574,1213,18115,8.0
119575,1213,18139,7.0
119576,1213,18619,7.0
119577,1213,18671,6.0
119578,1213,18679,8.0
119579,1213,18857,7.0
119580,1213,18893,6.0
119581,1213,18897,6.0
119582,1213,19109,5.0
119583,1213,19365,8.0
119584,1213,19489,6.0
119585,1213,19815,6.0
119586,1213,20021,3.0
119587,1213,20047,5.0
119588,1213,20057,7.0
119589,1213,20391,6.0
119590,1213,20423,4.0
119591,1213,20509,6.0
119592,1213,20541,6.0
119593,1213,20785,7.0
119594,1213,20787,3.0
119595,1213,20977,5.0
119596,1213,21189,5.0
119597,1213,21405,6.0
119598,1213,21511,7.0
119599,1213,21659,6.0
119600,1213,21881,6.0
119601,1213,22135,7.0
119602,1213,22729,6.0
119603,1213,23269,6.0
119604,1213,24365,7.0
119605,1213,24833,6.0
119606,1213,25011,5.0
119607,1213,27525,6.0
119608,1213,27655,5.0
119609,1213,27989,7.0
119610,1213,30276,8.0
119611,1213,30437,7.0
119612,1213,30831,6.0
119613,1213,31964,7.0
119614,1214,1,8.0
119615,1214,16,7.0
119616,1214,43,8.0
119617,1214,121,9.0
119618,1214,145,7.0
119619,1214,189,7.0
119620,1214,190,6.0
119621,1214,226,9.0
119622,1214,245,9.0
119623,1214,330,7.0
119624,1214,356,7.0
119625,1214,390,8.0
119626,1214,430,8.0
119627,1214,457,10.0
119628,1214,467,7.0
119629,1214,584,8.0
119630,1214,710,8.0
119631,1214,853,9.0
119632,1214,857,7.0
119633,1214,1142,9.0
119634,1214,1195,8.0
119635,1214,1222,7.0
119636,1214,1535,10.0
119637,1214,1571,8.0
119638,1214,1575,8.0
119639,1214,1698,8.0
119640,1214,1838,7.0
119641,1214,1840,7.0
119642,1214,1965,8.0
119643,1214,2001,8.0
119644,1214,2034,7.0
119645,1214,2129,7.0
119646,1214,2167,8.0
119647,1214,2904,10.0
119648,1214,2966,8.0
119649,1214,3470,8.0
119650,1214,3702,7.0
119651,1214,3712,7.0
119652,1214,3731,7.0
119653,1214,4063,4.0
119654,1214,4181,10.0
119655,1214,4224,8.0
119656,1214,4477,8.0
119657,1214,5081,9.0
119658,1214,5114,9.0
119659,1214,5341,9.0
119660,1214,5690,8.0
119661,1214,5958,5.0
119662,1214,6045,9.0
119663,1214,6351,6.0
119664,1214,6512,7.0
119665,1214,6547,9.0
119666,1214,6746,9.0
119667,1214,7054,8.0
119668,1214,7593,7.0
119669,1214,7647,8.0
119670,1214,7674,8.0
119671,1214,7724,8.0
119672,1214,7769,7.0
119673,1214,7817,8.0
119674,1214,8074,7.0
119675,1214,8408,8.0
119676,1214,8425,8.0
119677,1214,8675,7.0
119678,1214,8841,7.0
119679,1214,9074,7.0
119680,1214,9253,9.0
119681,1214,9656,9.0
119682,1214,9936,6.0
119683,1214,10030,8.0
119684,1214,10087,7.0
119685,1214,10620,9.0
119686,1214,11179,7.0
119687,1214,11319,7.0
119688,1214,11499,8.0
119689,1214,11597,7.0
119690,1214,11617,9.0
119691,1214,11741,8.0
119692,1214,11757,7.0
119693,1214,11759,8.0
119694,1214,11771,9.0
119695,1214,11887,10.0
119696,1214,12189,8.0
119697,1214,12365,9.0
119698,1214,12531,8.0
119699,1214,12549,7.0
119700,1214,12729,6.0
119701,1214,13357,7.0
119702,1214,13601,8.0
119703,1214,13759,7.0
119704,1214,14075,8.0
119705,1214,14227,7.0
119706,1214,14289,8.0
119707,1214,14741,8.0
119708,1214,14813,9.0
119709,1214,15225,7.0
119710,1214,15379,8.0
119711,1214,15451,9.0
119712,1214,15583,7.0
119713,1214,16001,10.0
119714,1214,16498,9.0
119715,1214,16868,7.0
119716,1214,16894,8.0
119717,1214,17074,10.0
119718,1214,17741,8.0
119719,1214,17895,8.0
119720,1214,18671,7.0
119721,1214,18677,7.0
119722,1214,18897,9.0
119723,1214,19221,8.0
119724,1214,19815,8.0
119725,1214,20507,8.0
119726,1214,20541,7.0
119727,1214,20847,8.0
119728,1214,21327,7.0
119729,1214,21329,9.0
119730,1214,21405,8.0
119731,1214,21431,6.0
119732,1214,21855,8.0
119733,1214,21939,10.0
119734,1214,22535,8.0
119735,1214,23199,8.0
119736,1214,23273,10.0
119737,1214,23281,6.0
119738,1214,23289,8.0
119739,1214,23673,8.0
119740,1214,23847,8.0
119741,1214,24415,7.0
119742,1214,24687,10.0
119743,1214,24701,10.0
119744,1214,25183,8.0
119745,1214,28171,9.0
119746,1214,28891,9.0
119747,1214,30123,8.0
119748,1214,30240,8.0
119749,1214,30276,9.0
119750,1215,59,8.0
119751,1215,523,9.0
119752,1215,578,9.0
119753,1215,853,8.0
119754,1215,4224,9.0
119755,1215,5060,8.0
119756,1215,5671,9.0
119757,1215,5680,7.0
119758,1215,6547,10.0
119759,1215,7791,8.0
119760,1215,9253,9.0
119761,1215,9617,9.0
119762,1215,9756,10.0
119763,1215,9989,9.0
119764,1215,10884,7.0
119765,1215,11843,10.0
119766,1215,11981,9.0
119767,1215,14131,8.0
119768,1215,14289,9.0
119769,1215,15051,9.0
119770,1215,16123,8.0
119771,1215,16498,8.0
119772,1215,16592,9.0
119773,1215,16782,7.0
119774,1215,17082,8.0
119775,1215,18507,8.0
119776,1215,19111,9.0
119777,1215,19815,8.0
119778,1215,21995,8.0
119779,1215,22265,10.0
119780,1215,24997,8.0
119781,1216,1,10.0
119782,1216,6,8.0
119783,1216,18,8.0
119784,1216,20,8.0
119785,1216,22,6.0
119786,1216,30,8.0
119787,1216,43,8.0
119788,1216,47,7.0
119789,1216,48,2.0
119790,1216,57,9.0
119791,1216,67,7.0
119792,1216,97,6.0
119793,1216,121,7.0
119794,1216,136,9.0
119795,1216,137,9.0
119796,1216,138,9.0
119797,1216,139,9.0
119798,1216,150,7.0
119799,1216,164,9.0
119800,1216,170,7.0
119801,1216,180,6.0
119802,1216,181,6.0
119803,1216,184,6.0
119804,1216,185,8.0
119805,1216,186,7.0
119806,1216,187,7.0
119807,1216,198,8.0
119808,1216,202,8.0
119809,1216,205,8.0
119810,1216,223,9.0
119811,1216,225,7.0
119812,1216,226,6.0
119813,1216,245,10.0
119814,1216,263,9.0
119815,1216,264,8.0
119816,1216,265,9.0
119817,1216,267,8.0
119818,1216,269,8.0
119819,1216,270,7.0
119820,1216,288,6.0
119821,1216,356,5.0
119822,1216,376,6.0
119823,1216,384,6.0
119824,1216,387,9.0
119825,1216,395,5.0
119826,1216,405,8.0
119827,1216,431,6.0
119828,1216,442,6.0
119829,1216,459,5.0
119830,1216,460,5.0
119831,1216,461,6.0
119832,1216,462,6.0
119833,1216,468,9.0
119834,1216,513,8.0
119835,1216,522,6.0
119836,1216,528,6.0
119837,1216,543,9.0
119838,1216,548,6.0
119839,1216,552,6.0
119840,1216,570,8.0
119841,1216,572,9.0
119842,1216,578,9.0
119843,1216,658,8.0
119844,1216,666,6.0
119845,1216,732,6.0
119846,1216,777,10.0
119847,1216,790,9.0
119848,1216,813,8.0
119849,1216,845,6.0
119850,1216,857,6.0
119851,1216,889,7.0
119852,1216,894,5.0
119853,1216,895,5.0
119854,1216,896,5.0
119855,1216,897,5.0
119856,1216,898,4.0
119857,1216,936,6.0
119858,1216,1051,7.0
119859,1216,1117,6.0
119860,1216,1118,6.0
119861,1216,1119,6.0
119862,1216,1120,6.0
119863,1216,1121,6.0
119864,1216,1122,6.0
119865,1216,1138,6.0
119866,1216,1140,7.0
119867,1216,1254,4.0
119868,1216,1292,7.0
119869,1216,1519,8.0
119870,1216,1535,10.0
119871,1216,1556,8.0
119872,1216,1575,7.0
119873,1216,1726,7.0
119874,1216,1818,7.0
119875,1216,1829,7.0
119876,1216,1977,7.0
119877,1216,2025,7.0
119878,1216,2144,6.0
119879,1216,2158,6.0
119880,1216,2216,6.0
119881,1216,2251,9.0
119882,1216,2418,10.0
119883,1216,2472,6.0
119884,1216,2581,8.0
119885,1216,2594,6.0
119886,1216,2746,6.0
119887,1216,2775,4.0
119888,1216,2904,7.0
119889,1216,2966,9.0
119890,1216,2994,10.0
119891,1216,3002,7.0
119892,1216,3147,6.0
119893,1216,3588,7.0
119894,1216,3702,8.0
119895,1216,3927,8.0
119896,1216,4106,7.0
119897,1216,4151,6.0
119898,1216,4182,7.0
119899,1216,4437,-1.0
119900,1216,4618,7.0
119901,1216,4901,8.0
119902,1216,5114,10.0
119903,1216,5178,6.0
119904,1216,5258,9.0
119905,1216,5341,9.0
119906,1216,5356,6.0
119907,1216,6007,9.0
119908,1216,6114,8.0
119909,1216,6325,7.0
119910,1216,6421,9.0
119911,1216,6444,5.0
119912,1216,6573,7.0
119913,1216,6610,7.0
119914,1216,6675,9.0
119915,1216,6702,8.0
119916,1216,6746,9.0
119917,1216,6880,7.0
119918,1216,6946,8.0
119919,1216,7014,9.0
119920,1216,7674,8.0
119921,1216,8311,5.0
119922,1216,8460,6.0
119923,1216,9201,6.0
119924,1216,9253,9.0
119925,1216,9479,7.0
119926,1216,9919,7.0
119927,1216,10030,8.0
119928,1216,10087,10.0
119929,1216,10271,7.0
119930,1216,10408,8.0
119931,1216,10418,7.0
119932,1216,10490,9.0
119933,1216,10568,6.0
119934,1216,10620,5.0
119935,1216,10681,9.0
119936,1216,11061,9.0
119937,1216,11111,7.0
119938,1216,11701,8.0
119939,1216,11741,10.0
119940,1216,11757,8.0
119941,1216,12029,9.0
119942,1216,12365,9.0
119943,1216,12413,8.0
119944,1216,12431,10.0
119945,1216,12503,5.0
119946,1216,13215,5.0
119947,1216,13271,7.0
119948,1216,13331,8.0
119949,1216,13599,6.0
119950,1216,13601,10.0
119951,1216,14075,9.0
119952,1216,14345,7.0
119953,1216,14349,8.0
119954,1216,14353,9.0
119955,1216,14467,8.0
119956,1216,14513,7.0
119957,1216,14617,9.0
119958,1216,14837,5.0
119959,1216,15059,8.0
119960,1216,15771,8.0
119961,1216,15775,8.0
119962,1216,15809,6.0
119963,1216,16009,7.0
119964,1216,16239,6.0
119965,1216,16498,8.0
119966,1216,16782,9.0
119967,1216,16870,9.0
119968,1216,17265,8.0
119969,1216,17681,5.0
119970,1216,18115,7.0
119971,1216,18177,7.0
119972,1216,18179,8.0
119973,1216,18689,9.0
119974,1216,19647,9.0
119975,1216,19815,8.0
119976,1216,20159,7.0
119977,1216,20423,6.0
119978,1216,20689,7.0
119979,1216,20969,9.0
119980,1216,21743,7.0
119981,1216,21881,7.0
119982,1216,22199,5.0
119983,1216,22319,8.0
119984,1216,22507,10.0
119985,1216,22535,8.0
119986,1216,22687,4.0
119987,1216,23281,8.0
119988,1216,23321,8.0
119989,1216,23755,7.0
119990,1216,23987,8.0
119991,1216,24277,8.0
119992,1216,24833,9.0
119993,1216,25161,7.0
119994,1216,25183,9.0
119995,1216,26243,6.0
119996,1216,27899,9.0
119997,1216,28121,6.0
119998,1216,28171,8.0
119999,1216,28223,9.0
120000,1216,28249,9.0
120001,1216,28405,9.0
120002,1216,28497,7.0
120003,1216,28755,6.0
120004,1216,28907,9.0
120005,1216,28927,6.0
120006,1216,29803,9.0
120007,1216,30240,7.0
120008,1216,30276,8.0
120009,1216,30654,9.0
120010,1216,30831,6.0
120011,1216,31138,7.0
120012,1216,31163,8.0
120013,1216,31580,7.0
120014,1216,31633,6.0
120015,1216,31637,9.0
120016,1216,31704,8.0
120017,1216,31772,7.0
120018,1216,31859,6.0
120019,1216,31964,8.0
120020,1216,32998,9.0
120021,1217,199,8.0
120022,1217,490,7.0
120023,1217,523,8.0
120024,1217,849,9.0
120025,1217,853,9.0
120026,1217,934,-1.0
120027,1217,1571,8.0
120028,1217,1887,9.0
120029,1217,1889,9.0
120030,1217,2235,8.0
120031,1217,3167,9.0
120032,1217,3457,6.0
120033,1217,4898,8.0
120034,1217,5060,8.0
120035,1217,5419,7.0
120036,1217,6547,9.0
120037,1217,6746,9.0
120038,1217,6956,8.0
120039,1217,7337,8.0
120040,1217,8408,10.0
120041,1217,8795,9.0
120042,1217,9919,8.0
120043,1217,10448,9.0
120044,1217,10521,7.0
120045,1217,10671,6.0
120046,1217,11111,7.0
120047,1217,11615,6.0
120048,1217,11843,8.0
120049,1217,14467,7.0
120050,1217,15195,6.0
120051,1217,16592,9.0
120052,1217,16700,8.0
120053,1217,18119,-1.0
120054,1218,1,-1.0
120055,1218,5,-1.0
120056,1218,6,-1.0
120057,1218,20,-1.0
120058,1218,43,-1.0
120059,1218,47,-1.0
120060,1218,48,-1.0
120061,1218,166,-1.0
120062,1218,227,-1.0
120063,1218,237,-1.0
120064,1218,249,-1.0
120065,1218,269,-1.0
120066,1218,298,-1.0
120067,1218,299,-1.0
120068,1218,442,-1.0
120069,1218,454,-1.0
120070,1218,567,-1.0
120071,1218,849,-1.0
120072,1218,873,-1.0
120073,1218,936,-1.0
120074,1218,1133,-1.0
120075,1218,1410,-1.0
120076,1218,1535,-1.0
120077,1218,1575,-1.0
120078,1218,1686,-1.0
120079,1218,1818,-1.0
120080,1218,2144,-1.0
120081,1218,2472,-1.0
120082,1218,2759,-1.0
120083,1218,2889,-1.0
120084,1218,2904,-1.0
120085,1218,2928,-1.0
120086,1218,3270,-1.0
120087,1218,3655,-1.0
120088,1218,3784,-1.0
120089,1218,3785,-1.0
120090,1218,4106,-1.0
120091,1218,4155,-1.0
120092,1218,4437,-1.0
120093,1218,4654,-1.0
120094,1218,4719,-1.0
120095,1218,4835,-1.0
120096,1218,4981,-1.0
120097,1218,5114,-1.0
120098,1218,5681,-1.0
120099,1218,6325,-1.0
120100,1218,6444,-1.0
120101,1218,6547,-1.0
120102,1218,6702,-1.0
120103,1218,6746,-1.0
120104,1218,6811,-1.0
120105,1218,6880,-1.0
120106,1218,8074,-1.0
120107,1218,8246,-1.0
120108,1218,8247,-1.0
120109,1218,8311,-1.0
120110,1218,8460,-1.0
120111,1218,8937,-1.0
120112,1218,9253,-1.0
120113,1218,9367,-1.0
120114,1218,9479,-1.0
120115,1218,9515,-1.0
120116,1218,9919,-1.0
120117,1218,9982,-1.0
120118,1218,10172,-1.0
120119,1218,10418,-1.0
120120,1218,10588,-1.0
120121,1218,10589,-1.0
120122,1218,10620,-1.0
120123,1218,10659,-1.0
120124,1218,10863,-1.0
120125,1218,11111,-1.0
120126,1218,11241,-1.0
120127,1218,11633,-1.0
120128,1218,11701,-1.0
120129,1218,11703,-1.0
120130,1218,11757,-1.0
120131,1218,11837,-1.0
120132,1218,12189,-1.0
120133,1218,12445,-1.0
120134,1218,12467,-1.0
120135,1218,12859,-1.0
120136,1218,12967,-1.0
120137,1218,13093,-1.0
120138,1218,13469,-1.0
120139,1218,13601,-1.0
120140,1218,14075,-1.0
120141,1218,14189,-1.0
120142,1218,14345,-1.0
120143,1218,14467,-1.0
120144,1218,14513,-1.0
120145,1218,14741,-1.0
120146,1218,15633,-1.0
120147,1218,15687,-1.0
120148,1218,15879,-1.0
120149,1218,16005,-1.0
120150,1218,16099,-1.0
120151,1218,16498,-1.0
120152,1218,16512,-1.0
120153,1218,16592,-1.0
120154,1218,16742,-1.0
120155,1218,16762,-1.0
120156,1218,16934,-1.0
120157,1218,18153,-1.0
120158,1218,18393,-1.0
120159,1218,18441,-1.0
120160,1218,19221,-1.0
120161,1218,19285,-1.0
120162,1219,1,7.0
120163,1219,19,7.0
120164,1219,33,9.0
120165,1219,71,7.0
120166,1219,200,10.0
120167,1219,226,7.0
120168,1219,245,9.0
120169,1219,269,8.0
120170,1219,270,6.0
120171,1219,384,10.0
120172,1219,395,8.0
120173,1219,634,7.0
120174,1219,853,10.0
120175,1219,857,6.0
120176,1219,889,9.0
120177,1219,1195,10.0
120178,1219,1210,10.0
120179,1219,1519,9.0
120180,1219,1535,10.0
120181,1219,1559,8.0
120182,1219,1575,8.0
120183,1219,1818,9.0
120184,1219,2001,10.0
120185,1219,2025,8.0
120186,1219,2167,8.0
120187,1219,2904,8.0
120188,1219,2993,8.0
120189,1219,3455,10.0
120190,1219,3457,8.0
120191,1219,3667,8.0
120192,1219,3731,4.0
120193,1219,4063,7.0
120194,1219,4181,8.0
120195,1219,4722,9.0
120196,1219,4725,6.0
120197,1219,4752,8.0
120198,1219,4898,6.0
120199,1219,5081,5.0
120200,1219,5530,8.0
120201,1219,5682,10.0
120202,1219,5958,6.0
120203,1219,6114,6.0
120204,1219,6201,7.0
120205,1219,6205,6.0
120206,1219,6213,5.0
120207,1219,6324,10.0
120208,1219,6381,8.0
120209,1219,6547,9.0
120210,1219,6573,8.0
120211,1219,6682,9.0
120212,1219,6707,7.0
120213,1219,6746,6.0
120214,1219,6880,7.0
120215,1219,6895,8.0
120216,1219,7054,10.0
120217,1219,7088,8.0
120218,1219,7593,8.0
120219,1219,8074,8.0
120220,1219,8086,9.0
120221,1219,8425,6.0
120222,1219,8630,9.0
120223,1219,8841,7.0
120224,1219,9041,10.0
120225,1219,9181,10.0
120226,1219,9253,7.0
120227,1219,9330,7.0
120228,1219,9367,10.0
120229,1219,9513,8.0
120230,1219,9919,8.0
120231,1219,9989,10.0
120232,1219,10087,7.0
120233,1219,10110,8.0
120234,1219,10155,6.0
120235,1219,10161,8.0
120236,1219,10163,9.0
120237,1219,10213,9.0
120238,1219,10620,10.0
120239,1219,10790,7.0
120240,1219,10793,8.0
120241,1219,10800,8.0
120242,1219,11111,5.0
120243,1219,11617,7.0
120244,1219,11633,7.0
120245,1219,11757,10.0
120246,1219,11759,10.0
120247,1219,11887,10.0
120248,1219,11933,7.0
120249,1219,12293,8.0
120250,1219,12413,8.0
120251,1219,12549,10.0
120252,1219,12967,6.0
120253,1219,13331,8.0
120254,1219,13601,8.0
120255,1219,13659,9.0
120256,1219,13663,10.0
120257,1219,13759,7.0
120258,1219,14227,10.0
120259,1219,14289,10.0
120260,1219,14345,7.0
120261,1219,14397,8.0
120262,1219,14513,9.0
120263,1219,14741,8.0
120264,1219,14749,7.0
120265,1219,15583,10.0
120266,1219,15605,8.0
120267,1219,15809,9.0
120268,1219,16009,6.0
120269,1219,16498,10.0
120270,1219,16524,7.0
120271,1219,16592,7.0
120272,1219,16668,10.0
120273,1219,16742,5.0
120274,1220,18,9.0
120275,1220,20,7.0
120276,1220,121,7.0
120277,1220,154,8.0
120278,1220,185,8.0
120279,1220,186,8.0
120280,1220,187,8.0
120281,1220,199,8.0
120282,1220,245,10.0
120283,1220,269,9.0
120284,1220,1818,9.0
120285,1220,2001,10.0
120286,1220,3588,9.0
120287,1220,4224,8.0
120288,1220,4722,8.0
120289,1220,5114,9.0
120290,1220,5630,8.0
120291,1220,5681,8.0
120292,1220,5941,9.0
120293,1220,6746,8.0
120294,1220,7674,10.0
120295,1220,7711,8.0
120296,1220,8408,8.0
120297,1220,9253,10.0
120298,1220,9919,8.0
120299,1220,10030,10.0
120300,1220,10087,8.0
120301,1220,10620,9.0
120302,1220,10800,8.0
120303,1220,11061,10.0
120304,1220,11633,9.0
120305,1220,11741,8.0
120306,1220,11757,8.0
120307,1220,11771,9.0
120308,1220,11887,6.0
120309,1220,12365,10.0
120310,1220,12431,9.0
120311,1220,12531,9.0
120312,1220,12859,7.0
120313,1220,13125,8.0
120314,1220,13599,7.0
120315,1220,13601,8.0
120316,1220,14345,8.0
120317,1220,14397,8.0
120318,1220,14513,9.0
120319,1220,14813,7.0
120320,1220,15059,9.0
120321,1220,15809,8.0
120322,1220,16009,7.0
120323,1220,16498,9.0
120324,1220,16524,7.0
120325,1220,16592,8.0
120326,1220,16894,9.0
120327,1220,16918,8.0
120328,1220,17265,9.0
120329,1220,18115,8.0
120330,1220,18179,8.0
120331,1220,18229,9.0
120332,1220,18679,8.0
120333,1220,18689,8.0
120334,1220,19319,8.0
120335,1220,19775,8.0
120336,1220,19815,9.0
120337,1220,19855,7.0
120338,1220,20583,8.0
120339,1220,21185,8.0
120340,1220,21405,7.0
120341,1220,21557,7.0
120342,1220,21843,7.0
120343,1220,22147,8.0
120344,1220,22273,7.0
120345,1220,22297,8.0
120346,1220,22319,8.0
120347,1220,22507,9.0
120348,1220,23273,9.0
120349,1220,23281,8.0
120350,1220,23321,7.0
120351,1220,23755,8.0
120352,1220,24277,7.0
120353,1220,24625,7.0
120354,1220,24833,8.0
120355,1220,25183,8.0
120356,1220,27663,8.0
120357,1220,28121,8.0
120358,1220,28249,8.0
120359,1220,28497,7.0
120360,1220,28623,8.0
120361,1220,28891,8.0
120362,1220,28907,8.0
120363,1220,30230,7.0
120364,1220,30383,7.0
120365,1220,30654,8.0
120366,1220,31043,9.0
120367,1220,31580,7.0
120368,1220,31637,7.0
120369,1220,31859,7.0
120370,1220,31964,8.0
120371,1221,79,9.0
120372,1221,226,8.0
120373,1221,355,7.0
120374,1221,433,8.0
120375,1221,481,8.0
120376,1221,634,6.0
120377,1221,849,8.0
120378,1221,1195,9.0
120379,1221,1218,7.0
120380,1221,1530,8.0
120381,1221,1535,9.0
120382,1221,1689,9.0
120383,1221,1723,8.0
120384,1221,1840,9.0
120385,1221,1887,6.0
120386,1221,2129,8.0
120387,1221,2167,9.0
120388,1221,2236,8.0
120389,1221,2476,7.0
120390,1221,2924,7.0
120391,1221,2926,8.0
120392,1221,2966,9.0
120393,1221,2993,8.0
120394,1221,3455,9.0
120395,1221,3503,7.0
120396,1221,3712,9.0
120397,1221,4059,10.0
120398,1221,4181,10.0
120399,1221,4214,8.0
120400,1221,4224,8.0
120401,1221,4744,8.0
120402,1221,4789,7.0
120403,1221,5042,7.0
